Time,UserName,Tweet_text,All_Hashtags,Followers_count
2021-07-23 23:59:06,elenastahov,_maureen Why The vaccine does not provide sterilizing immunity One can still get covid and silently pass it on to others.,[],86
2021-07-23 23:59:06,jinheoney,man fucccccck texas positive covid surges especially from the new strain and nothing is being done about it and until abbott is out of office we probably won’t have anything done about it,[],1016
2021-07-23 23:59:05,capitalistpika,__pet My grandma is extremely Covid reactionary and starts talking about rural Alabama being experimented on for syphillis and how they are hesitant about the vaccine now I’m like what are you reading lmao,[],943
2021-07-23 23:59:04,RexGoesFourth,‘NOBODY GETS PAID’ The NFL will reportedly penalize teams and players if games can’t be played because of COVID-19 outbreaks https://t.co/MBdDSOx5il via,[],937
2021-07-23 23:59:04,eekster6969,Family says conservative radio host has changed his tune on vaccines after he was hospitalized with Covid-19 https://t.co/3p7ozJuPvE,[],75
2021-07-23 23:59:04,needsmoreSQUIS,This covid shot fucking my arm up and I'm about to go drive 😭,[],525
2021-07-23 23:59:03,rysice,Or we need to figure out we’re doing about this second wave of covid because idk anymore,[],3435
2021-07-23 23:59:03,spinning_will,The left’s obsession with being hateful is on full display when they should happy as little larks Covid cases flooding across the southern border and they’re yelling at Clarence Thomas Get excited about the Olympics find pleasure somewhere damn Have a great weekend.,[],2391
2021-07-23 23:59:03,lisataouma,Fiji covid is terrifying 172 Covid death count over 16k cases -Govt stops testing in containment areas asymptomatic positive cases forced to work so much alofa for our Fijian aiga and the horrors families are facing Heartbreaking https://t.co/MRnJH9akp0,[],1346
2021-07-23 23:59:01,mzelinski5,If your response to someone asking you if you got the Covid vaccine or not is to bring up HIPPA does that mean your choice you made you aren’t happy with If you stood behind not getting vaccinated shouldn’t you be proud of that fact Really stand up for misinformation,[],751
2021-07-23 23:59:01,Real_AZ_Patriot,I remember “my body my choice” Does that not apply to vaccines these liberal rules are so confusing #Covid,['Covid'],69
2021-07-23 23:59:01,MarkJoh29043971,I treat idiots like Isabella Riley like she has covid Best decision I ever made.,[],462
2021-07-23 23:59:01,LegalNews,CFPB Issues Bulletin on COVID-19-Related Consumer Complaints https://t.co/5iM7yuSlp4,[],3378
2021-07-23 23:59:01,FrankieFante66,Republican governor says ‘time to start blaming unvaccinated for rise in cases https://t.co/MdkAsL5BQ7,[],10336
2021-07-23 23:59:01,rennymc33,Please help #Covid #LongHaulers in #Boston #MA with extended #Stimulus payments We are debilitated unable to work and are the forgotten ones in desperate need of help 🙏🏼,"['Covid', 'LongHaulers', 'Boston', 'MA', 'Stimulus']",78
2021-07-23 23:59:00,WFAN660,Dennison was the Jets OL coach in 2018. https://t.co/92EIkafEjv,[],124307
2021-07-23 23:59:00,jstawicki,These are just some of the severe side-effects from each manufacturer of experimental covid vaccines on EudraVigilance the the EU version of the US Vaers(Vaccine adverse event reporting system https://t.co/QLjYuHccev,[],21
2021-07-23 23:58:59,RobertAHefnerIV,Filed seeking immediate injunctive relief to stop the emergency use authorization (EUA of COVID-19 vaccines for three groups of Americans anyone under the age of 18 anyone who has recovered from COVID-19 and those who haven’t given informed consent as defined by federal law.,[],128
2021-07-23 23:58:59,KanyePatrick,Got COVID I hate it I just wanna smell again 🙄,[],8
2021-07-23 23:58:58,Alberta411,COVID Alberta Fri Jul 23 2021 Update 98 New Cases (7-Day Average 69 &amp 2 Deaths https://t.co/4gTzn8S86g #AB,['AB'],21026
2021-07-23 23:58:57,gatcon1,_scwk Be they all applied for the covid disaster payment too,[],875
2021-07-23 23:58:57,SonnyinSeattle_,Death is not the worst outcome of COVID 19 #DeltaVariant #ScienceMatters #MaskUp https://t.co/3hEAJ4VbWY,"['DeltaVariant', 'ScienceMatters', 'MaskUp']",6858
2021-07-23 23:58:57,dragool6,We go through this with every wave Death spikes lag behind hospitalization spikes and hospitalization spikes lag behind daily case spikes People don't die or end up in hospital the minute they're diagnosed with covid.,[],48
2021-07-23 23:58:57,nickduncs,Newsflash we’re all getting covid If you’re vaccinated you probably won’t die We may need more shots Either way time to get on with life If you aren’t ready to move on now you never will be This is life Look at cases vs deaths in the UK and Israel That’s how it will be,[],167
2021-07-23 23:58:56,PameLaFF,Good news about covid vaccines✌ Let's hope they are good for all mutations besides Alpha &amp Delta. Covid is with us for the foreseeable future as long as people shun science facts &amp avoid protecting their families against covid. Get vaxxed💉 Save American's Lives https://t.co/1YYPvUuvAo,[],1605
2021-07-23 23:58:56,ryanpaulwarren,_NI _Wells_MLA Why would we mandate a “Covid Passport now when we’ve been ignoring the absolute destruction of flu for 5 decades+ If the vaccines work they work If they don’t someone is making money. P.S I’ve had my first dose before some Neanderthal starts chirping,[],1361
2021-07-23 23:58:56,Nivek111,"Dear Japanese Olympic officials, In 1964 you hosted and conducted an outstanding Olympics games. This time .. not so much Covid wise in nearly worse condition than in 2020 And officials resigning faster than those athletes NOT being allowed to run the 100 meters Sad.",[],12
2021-07-23 23:58:56,brent74,#vaccinated must watch 15 minutes of the covid report a day or you don't support science https://t.co/ULLQwouCYv,['vaccinated'],2009
2021-07-23 23:58:56,GriffTheImpaler,Kornacki is gonna keep track of the number of athletes that get Covid https://t.co/u3SL5D8RYs,[],1623
2021-07-23 23:58:55,LRvoila,_Kopecki I would not worry about whether or not people get vaccinated except that I care about those who are immune compromised People on immune suppressing medication and get vaccinated may not develop enough antibodies to fight off Covid if infected by unvaccinated people.,[],27
2021-07-23 23:58:55,hypercubexl,It was in theory a formality for my other thing but I was just a smidge relieved to see that negative this week too Cheers to no covid!,[],1509
2021-07-23 23:58:55,TheInvisibleH14,At least she doesn't have the cold/flu aka covid https://t.co/kCrS1T8LR8,[],319
2021-07-23 23:58:55,Nan10,Perhaps all of those COVID lies are catching up to them,[],557
2021-07-23 23:58:55,NyKnicks86,I think it’s a personal decision and people should back off These vaccinations have proved not to prevent covid nor spreading the disease and covid itself has 1 to less than fatality rate as well as a 4 hospitalization record Yet those numbers don’t count Ppl are weird.,[],265
2021-07-23 23:58:54,Arr_Me_Matey,When enough Republicans begin to lose friends/family to COVID those like Sanders will be thoroughly hated by their own. I lost a young friend to COVID last year Horrible &amp preventable now Wasn't then.,[],298
2021-07-23 23:58:53,locriani,Y’all highly recommend masking up again I got breakthrough COVID this week after having COVID in January and then getting both doses of Pfizer. It's knocked me solid for the entire week and I'm still not fully recovered Also I now know more than 30 people with breakthroughs.,[],602
2021-07-23 23:58:53,CTVReginaLive,51 new COVID-19 cases in Sask. 2 deaths https://t.co/Kxbye0EXdz,[],12868
2021-07-23 23:58:53,MZawMyo2,JUNTA USES COVID AS WEAPONS #ICJ_BringSACToJustice #July23Coup #WhatsHappeningInMyanmar https://t.co/gH47sRALca,"['ICJ_BringSACToJustice', 'July23Coup', 'WhatsHappeningInMyanmar']",160
2021-07-23 23:58:53,_polyaness,Someone I know personally just died of covid ;______________;,[],225
2021-07-23 23:58:52,andysiddiqi,A salary delayed is a salary denied Pay your dues #CORRUPTION #Bahrain Dread it Run from it Destiny still arrives Nothing good is born from lies &amp greatness is not what you think All Blame No SHAME Part of the journey is the end #COVID #teambahrain #Tokyo2020 https://t.co/Ot7PVjLISi,"['CORRUPTION', 'Bahrain', 'COVID', 'teambahrain', 'Tokyo2020']",5899
2021-07-23 23:58:52,AdoringAddilynn,It’s true covid doesn’t hit as real until someone you love ends up with. Please pray for my mother in law&amp brother they both tested positive today 😩,[],32
2021-07-23 23:58:52,LeslieN84904651,_liggett Heck why not Since they do have Covid Couldn't happen to a nicer group of Liars!😊,[],974
2021-07-23 23:58:51,DavidVenables1,Aye life would be made easier if the incentive of not getting really sick/not dying from Covid was enough to get people jabbed This should no way have to fall on the NFL to legislate the realities of trying to operate a global sports league in these times on their employees.,[],411
2021-07-23 23:58:51,ScenarioRosey,Wow How long did it take to delete? Did they post the graphic about how average daily Covid cases are extremely low if you go back to Adam and Eve?,[],2
2021-07-23 23:58:51,RedZoneInsider,#Jaguars have placed CB C.J Henderson on the COVID-19 List,['Jaguars'],2427
2021-07-23 23:58:51,CollieBuddz,So vaccinated people testing positive on day 4 and day 8 Because unvaccinated can’t test until day 13 So the latest imports of Covid are from vaccinated That’s what the latest stats suggest Or what am I missing Can we ask if they are vaccinated Gov Or is that personal 🤣,[],68842
2021-07-23 23:58:51,realalexnavarro,__COVID Once we conquer Covid can we move to gender dysphoria and other mental illnesses next?,[],15
2021-07-23 23:58:50,HndVcomics,"No I am only speaking of my personal experience,so easy on any ""what you're saying can be dangerous stuff. I indirectly know of 3 people who died after getting the vaccine. I do not know anyone who died of covid Yes covid is real,&amp so is my personal experience #VacUp2You",['VacUp2You'],801
2021-07-23 23:58:50,Diamondaj,_TX Covid cases are increasing in West Texas.,[],426
2021-07-23 23:58:50,MA_Deuce,fully vaccinated now against Covid-19 He’s doing great and is as healthy and strong as he’s ever been.,[],685
2021-07-23 23:58:50,njoyflyfishing,7 Day Covid Growth in Cases per 1K Population by County For MD 2021-07-19 Covid visualizations give insight into covid-19 thanks to our data scientists and USAFacts #covidvislualizations #coviddata #smcanalytics #covid19 #coronavirus #covid_19 https://t.co/ERouu06EhK,"['covidvislualizations', 'coviddata', 'smcanalytics', 'covid19', 'coronavirus', 'covid_19']",2
2021-07-23 23:58:50,kristy70311352,One of my senior clients was supposed to be gone this next week to visit kids/grandkids Just messaged me that he had to stay home because they are all infected with Covid and all had the shots!,[],1058
2021-07-23 23:58:50,JustGlyding,Blast Australia and its lax COVID vaccine approach It’s very hard to get vaccinated here I couldn’t book an appointment until mid September 😞,[],13
2021-07-23 23:58:50,Peakie,"It's not a conspiracy that for Covid-19 together with age the most common comorbidities are obesity hypertension and diabetes. Or to quote the NCBI ""The most common comorbidities found were obesity hypertension and diabetes mellitus"" https://t.co/QugPrwSeYQ.",[],43
2021-07-23 23:58:50,AngieB5,Well since Vegas is currently a cesspool of Covid um .. I'd stay in the room lol.,[],1111
2021-07-23 23:58:50,MatthewDavidH,_travis So it WAS worth trying Unlikely to work but would have been great if it had. Corticosteroids for severe COVID was based on a more specific hypothesis we knew much of the organ damage was caused by an imbalanced immune response so knocking that down was a reasonable idea.,[],143
2021-07-23 23:58:49,JoeLSmi02830645,_MD Sadly our privileged nation seems to have forgotten why we no longer need to worry about polio It could be the same for COVID too……,[],201
2021-07-23 23:58:49,CTVDarrell,51 new COVID-19 cases in Sask. 2 deaths https://t.co/LVS2XM5d9B,[],4433
2021-07-23 23:58:49,JeffBiggs1982,He pays NO taxes and is the wealthiest human on planet Earth If anyone had a motive for a covid conspiracy it was Jeff Bezos.,[],6
2021-07-23 23:58:48,Becky_Padovani,Not our fault We NHS staff don't control the media The government said if you need treatment to come in Some did come in Not our fault if you didn't Covid wards were overwhelmed You cannot allocate covid patients to none covid wards for obvious reasons.,[],7
2021-07-23 23:58:48,cocoabean717,So you’d rather die from COVID?,[],8078
2021-07-23 23:58:48,evasourasrex,Not the apo community continuing to promote camps &amp activities like if they don’t currently have a COVID outbreak going on because they started hosting said camps &amp activities also not 98 of them being maskless at these activities too 😭😭😭,[],94
2021-07-23 23:58:48,DeanRosario,"Super opinion piece. ""right wing shock jocks who are primarily based in Sydney have turned hostility towards science &amp expertise into a demented ideology."" Australia’s Coronavirus Calamity &amp the Shock Jocks Feeding It https://t.co/zJQPFJrBM9",[],2937
2021-07-23 23:58:48,Leechar29077967,_Drumpf They play nobody.,[],29
2021-07-23 23:58:48,BFPnews,COVID-19 Boris Johnson under growing pressure to allow fully vaccinated close contacts to be exempt from isolation Politics News #NewsUpdate #News #BreakingNews #Breaking #news #Business #Politics #Science #Technology #World #follow #Follow #followu https://t.co/F1g4wWL5yb,"['NewsUpdate', 'News', 'BreakingNews', 'Breaking', 'news', 'Business', 'Politics', 'Science', 'Technology', 'World', 'follow', 'Follow', 'followu']",237
2021-07-23 23:58:48,KimBernadetteAU,Do you think he can even last 10 months? #scottyfromarketing #ScottyFromDamageControl #Australia #Covid https://t.co/OcKhnQqLQn,"['scottyfromarketing', 'ScottyFromDamageControl', 'Australia', 'Covid']",45
2021-07-23 23:58:47,jbooch24,Have fun getting covid,[],560
2021-07-23 23:58:47,CoastSurvivor,COVID's escape from Sydney is a nightmare scenario Could a 'ring of steel have stopped it https://t.co/4duU2LUJIY,[],11
2021-07-23 23:58:47,Dreamweasel,How many members of the legislative branch should believe that COVID-19 is a hoax masks are a tool of Deep State control &amp the vaccine contains a microchip tracking device to “balance the members who respect the science &amp follow the CDC guidelines?,[],20049
2021-07-23 23:58:47,Timbo_tigger,I deliberately haven't posted photos of full shelves but I must inform those in UK it's mostly down to brexit not the pandemic. We have Covid here but shelves are full even in a lesser populated part of the EU.,[],2593
2021-07-23 23:58:47,vibeewitjayy,i don’t get how they’re talking about covid cases spiking but still promoting fairs n shit close all that shit down !,[],468
2021-07-23 23:58:46,sophdevereaux,Reading the new and seeing COVID-19 referred to in the past tense and feeling a desperate ache for that reality 😂 Also come to think of it a Tempe/Ryan lockdown story would be interesting,[],201
2021-07-23 23:58:46,cindy3700,Biden Officials Now Expect Vulnerable Americans to Need Booster Shots https://t.co/ZkEwvgIhq8,[],1412
2021-07-23 23:58:45,rennymc33,Please help #Covid #LongHaulers in #Boston #MA with extended #Stimulus payments We are debilitated unable to work and are the forgotten ones in desperate need of help 🙏🏼,"['Covid', 'LongHaulers', 'Boston', 'MA', 'Stimulus']",78
2021-07-23 23:58:45,JaySimcox,Whitmire Gov Ivey gets mad about COVID Now it’s time for her to do something https://t.co/0qiu6xaThP,[],170
2021-07-23 23:58:45,RisherThaddeus,Back when the vaccine was first announced I knew it wasn't FDA approved and then aunt Faith would tell horror stories to mom who told them to me So I hesitated and so did mom A few months later mother got Covid from one of her students I was not in contact with anyone...(1/2),[],4
2021-07-23 23:58:44,rufkutdiamnd,Cruise lines won’t lose money when travel insurance must be bought paying for all the Covid tests you have to have can’t enjoy most of the vessel activities wear a mask and can’t enter a port that says no vax no entry Sounds like a boring trip.,[],1654
2021-07-23 23:58:44,GforceGill,_clarkson Why is it any different to Andy Murray and other British players catching covid at the ATP training centre in London Even Murray said the rules were lax there Novak followed his government’s rules at the time of the Adria Tour,[],1368
2021-07-23 23:58:44,trumpjr2077,Vaccinated people can still get covid.,[],18
2021-07-23 23:58:44,mo3reesY,Public health mandates exist to protect the community and often restrict individuals. I'll dumb it down for you. Smoking don't do it in public spaces. Polio get a Vax or don't attend public school Covid get Vax or get fired. Pregnancy 🤷🏿‍♂️,[],51
2021-07-23 23:58:43,1ktb,"Yeah it's gotten to social triage stage it seems. Especially important for healthy young to resist becuz censored science shows the grave danger of the ""vaccine (like Dr Gérard Delépine's study showing Increase in Deaths following the Covid vax globally WHO data graphed) https://t.co/eFyAvOfLFi",[],31
2021-07-23 23:58:43,Zimm804,So you was going in on Fatal yesterday about Xbox dudes with COVID 😂🤣,[],350
2021-07-23 23:58:42,MaxNordau,_Neverwinter Read this tweet and tell me what it says. Then read this article. https://t.co/2swQxXwNvw https://t.co/Aj0n9h1zFk,[],8665
2021-07-23 23:58:42,ShroomMeister,Bro the NFL is about to be a hot mess this season with these COVID rules and anti-vaxxers.,[],2626
2021-07-23 23:58:42,jrobertsbsbl,Please the covid stuff with him was really scary,[],130
2021-07-23 23:58:41,RevGoated,You have no right to call someone ugly if u intentionally take a picture with a COVID mask on😭,[],194
2021-07-23 23:58:41,IssaVibeAll2019,I got me some tickets for Her Oct show in Phoenix Covid betta not fuck this up for us.,[],329
2021-07-23 23:58:40,dsr68,Excercise Mental health Fresh air Are you kidding The only thing that matters is covid Staying home depressed and getting fat is ok Australia has no other health issues other than covid.,[],89
2021-07-23 23:58:39,DuffnsunNancy,Hospitalized right-wing radio host 'fighting for his life with COVID ⁦ ⁦ ⁦ ⁦ ⁦ Because if All of YOU https://t.co/MYY9BjiCsT,[],476
2021-07-23 23:58:39,Covid_Drumpf,The women bring in more Nice try though.,[],151
2021-07-23 23:58:38,GarciaManny4,No vaccine no covid-19 screening...great job sloppy Joe! https://t.co/8zQZwQtJRE,[],6559
2021-07-23 23:58:38,BrianClarkMod,Here's a great district-by-district guide on school COVID measures by our that will be updated as new information becomes available #EconomicMobilityLab https://t.co/R6iHtxUtHz,['EconomicMobilityLab'],1281
2021-07-23 23:58:38,kristenpetroff,Radio host dismissed vaccine's importance Now he's hospitalized with Covid-19 https://t.co/cQO22wnfRC,[],4778
2021-07-23 23:58:38,coocoobeanies,_Lewis Yes they are shoving it down your throat to keep you alive I hope you are over covid.,[],8
2021-07-23 23:58:37,BluTexGal,If everyone had gotten vaccinated there are less hosts for COVID to jump to. How is this new to you?,[],633
2021-07-23 23:58:37,Cerriwin,Welp https://t.co/20j0dvaVxO,[],897
2021-07-23 23:58:36,isaacthetswe,If it weren't for politics the medics like #DrShankaraChetty should be heeded in as far as Covid-19 treatment is concerned https://t.co/phA1yUojej,['DrShankaraChetty'],379
2021-07-23 23:58:36,_GQJQ,ski beach delta covid,[],869
2021-07-23 23:58:36,CEVAXIN_PTY,"99 of COVID deaths are now of unvaccinated people experts say https://t.co/qDBaFHk56w via #COVID cases and deaths are on the rise in what is now a ""pandemic of the unvaccinated, the director of the CDC said",['COVID'],2641
2021-07-23 23:58:36,silvsiara,Agreed Plus given how bad things are with Covid in Tokyo it might have been better to postpone the Olympics.,[],361
2021-07-23 23:58:35,LinusAlso,Statistics show the stark risks of not getting vaccinated against COVID-19 ABC News https://t.co/3u2PUvYZUT via,[],198
2021-07-23 23:58:34,Aaronsmith333,And therein lies the maths that demonstrates why lockdowns work because any of the subsequent covid positive people could have been as infectious and transmissive as those 2 super spreaders We can't measure what was prevented.,[],1308
2021-07-23 23:58:34,RajDirectorOffi,Every contribution counts Find out how you can also help these organisations fight COVID-19 in India ⬇️ #Covid19IndiaHelp,['Covid19IndiaHelp'],26
2021-07-23 23:58:33,masteve,U mean Govt reactions to COVID No a fear lives here!,[],358
2021-07-23 23:58:33,MuseKhaotic,"Good for Sean 👏🏼👏🏼 ""Sean Penn Won't Return To Work Until Cast And Crew of Watergate Series 'Gaslit Get Covid Vaccines"" https://t.co/mFf6lHxNCP",[],1181
2021-07-23 23:58:33,janetate,NYTimes https://t.co/aI1BAKBIq8,[],145
2021-07-23 23:58:32,Jevcat,Biden Officials Now Expect Vulnerable Americans to Need Booster Shots https://t.co/WkmXbwOadV,[],104
2021-07-23 23:58:31,elayavalli,I don't understand why US is not linking COVID vaccination to SSN I am in India and every one of 400Million doses given out are linked to India SSN equivalent Aadhar ID system So if it will be easy for any organization to check if a person is truly vaccinated.,[],18
2021-07-23 23:58:31,VinnyTheVinny,I got Covid back in March my taste buds are finally starting to return but I no longer like chocolate : I’ll take a regular milk,[],550
2021-07-23 23:58:31,G69Lady,See this guy right here is why Covid’s a Godsend Gotta flush the turds out once in a while 🌊💩,[],0
2021-07-23 23:58:31,Kimistry_D,_Carmody I do think that if the symptoms &amp effects of the virus were similar to Ebola or even the 1918 “flu” if people were vomiting blood &amp dying in 3 days there would be more vaccine compliance The nebulousness of Covid 19 is what allows people to ignore or deny urgency,[],367
2021-07-23 23:58:29,rojo2k,If it gives you any comfort my daughter works at pediatric urgent cares and while they have had numerous CoVid cases coming in the vast majority of cases have been mild My 2 granddaughters-11 and 7 had Covid 1 had no symptoms the other mild cold like symptoms for a 2 days.,[],2059
2021-07-23 23:58:29,jusplayinr0und,_Ham Strong Rob you seem very educated on the matter so I have a genuine question what do you say to the people who say they want to see the long term effects of the COVID vaccine before taking it Why should they take it now if they should?,[],9
2021-07-23 23:58:28,margberry,for all the people carrying signs on COVID vaccine that say “my body my choice I sure hope they are not pro-life people Or the pure hypocrisy #GetVaccinatedNow #Covid_19,"['GetVaccinatedNow', 'Covid_19']",47
2021-07-23 23:58:28,cat59960076,What the heck is in that jab It is not a life saving it is a life taking https://t.co/QWXg7buJmO,[],98
2021-07-23 23:58:28,JamesMc_Satx,_TX COVID-19 cases are RISING while you do nothing Power grid STILL isn't fixed Seems like you're doing everything you can to torpedo TEXAS'S economic progress SAD Stop tweeting and do your job.,[],22
2021-07-23 23:58:28,shane_mcminn,Sen Ron Johnson Data from Israel Shows 84 of New COVID Cases Are Vaccinated Individuals https://t.co/wOLfgrThbg,[],1561
2021-07-23 23:58:27,Fara1,Please just stop it with the articles that celebrate the winners of these government COVID lottery sweepstakes Nothing against the victors great for them but only the dumbest laziest editor wouldn't see that the real story is about those which don't get saved #dobetter,['dobetter'],14210
2021-07-23 23:58:27,sodarkmark,Yes but can't imagine ever being asked for it The country has opened up regardless and most seem to think that means covid has gone.,[],323
2021-07-23 23:58:27,QPR52,Just driven through Clapham on route to work tonight. Absolute carnage. Glad most of these youngsters won’t end up in hospital because Covid is gonna spread like wildfire the way they are carrying on!,[],152
2021-07-23 23:58:27,LindaMottram,Locked down What might COVID “freedom look like To Britain with on Saturday AM Plus _RenfreeShort on vaccine mixing And what was that “calling out China moment this week Thanks to all Listen here https://t.co/oA3U1MuHi5,[],15332
2021-07-23 23:58:26,VMaquisards,Branson mayor’s ‘reckless idiocy helped turn Missouri into a COVID-19 superspreader hotspot https://t.co/6LjSZPBLUA,[],317
2021-07-23 23:58:26,JavierQuirozCa2,As a nurse taking care of COVID-19 infected patients I sometimes wonder if losing my job and license would be worth it in exchange for raw public awareness I'm talking Gopro footage strapped to my forehead I want you to see my reality.,[],50
2021-07-23 23:58:26,frankiefransua,Crazy how I damn near went a year without a Presidente bcuz of Covid😔,[],174
2021-07-23 23:58:26,Fabiolucv,Covid vaccines Why a giant plastic bag shortage is slowing the rollout https://t.co/bntwfDgblb https://t.co/yhqq3V7BKX,[],1039
2021-07-23 23:58:25,PeterKlages,I don’t disagree that we should surrender some vaccine to get NSW out of this but it has to be done in conjunction with a serious hard lockdown so that our sacrifice isn’t wasted on the NSW Government’s poor covid policy choices.,[],2355
2021-07-23 23:58:24,rhyland1,Once again the Governor of Flordia is putting the residents at risk of death from Covid one can go as far as saying he is killing the residents of Flordia by his denial of Covid and denial of the vaccine in his lack of health security actions,[],109
2021-07-23 23:58:24,AgentBigfoot,Fuck the Covid Olympics.,[],658
2021-07-23 23:58:23,eRepublicUSA,_1984 Yeah....especially for the vaccinated Because once they realize they have been royally F****D all hell will break loose,[],1748
2021-07-23 23:58:23,munciepolitics,Interesting I believe knowing an origin is one of the best avenues to finding answers It’s been done for centuries Yet we seem unwilling to do so or embrace any possibilities or different ideas This only seems to be done with COVID though.,[],27
2021-07-23 23:58:23,Michael36529899,Vic is currently in a REAL lockdown with COVID cases as a result of people coming in from NSW and NSW refuse to take real measures to stop the spread of the virus. bit much to ask Victoria to give up their vaccines when they are needed in Vic.,[],3
2021-07-23 23:58:22,FHogendorn,Barnaby Joyce was asked a simple question and his answer says a lot about our COVID probl https://t.co/G7WQNUQQio,[],222
2021-07-23 23:58:22,StaciEastin,_d_smith As a pharmacist I’d take that over Greek or Hebrew any day And yet I still have people trying to “well actually about Covid treatments.,[],287
2021-07-23 23:58:22,ErrataRob,Either way those stories aren't evidence The evidence is the scientific studies showing no bad side-effects and dramatic protection against covid. The media has a clear political bias problem but in this case it's a truth bias anecdotes for things otherwise shown to be true,[],45452
2021-07-23 23:58:22,KarenMcO3,A study funded by wellcome trust links common vax side effects to long covid.. how convenient https://t.co/P5OYnTG1zh,[],400
2021-07-23 23:58:22,ChaseOC29,Come on seriously If the vaccines work and they can get covid outside of school from anyone but they’re worried about getting it from a kid that has less of a chance to carry and spread it than adults So these ppl don’t go places outside of work to get covid Come on,[],1
2021-07-23 23:58:22,The14thMeansAll,It’s not over https://t.co/FTtBd0I8bc,[],1252
2021-07-23 23:58:21,DrEricDing,9 Boosters—Biden WH Officials Now Expect Vulnerable Americans to Need Booster Shots—The growing consensus that at least some Americans will need a booster is tied in part to research suggesting that Pfizer’s vaccine is less effective after ~6 months https://t.co/3QJHj0l1ce,[],556768
2021-07-23 23:58:21,nobby15,The perils victories and imponderables ahead in Australia’s fight to defeat COVID-19 The New Daily https://t.co/2aS0oAkRwu,[],9785
2021-07-23 23:58:20,LOTR2021,_1984 _pea619 _budget I’m simply saying I’m skeptical of the figures not that I have recorded data of a specific number Based on their methods for counting deaths where someone happened to have COVID vs died BECAUSE of COVID Same limitations of linking death to vaccine apply to actual COVID,[],1428
2021-07-23 23:58:19,backroads_linda,maybe just maybe as the Biden admin made it abundantly clear who was now in charge &amp made getting the Covid pandemic under control was a #1 priority for his administration all the data released proved the efficacy of the vaccine Joy &amp others adjusted their POV accordingly.,[],5120
2021-07-23 23:58:18,highfivedave,Talk to any older GP &amp confidentially they will tell you the last decade or so they have never had it so good Mon to Friday or less no home visits and a far better salary Covid even easier and less stressful for many Things are hotting up now as the neglect comes into play.,[],3342
2021-07-23 23:58:18,backinpieces,my province is lifting all covid restrictions next week and i’m so nervous,[],3289
2021-07-23 23:58:17,BurtChance4,_mum And I was just on Facebook arguing with people whom I grew up with about the danger of Covid Delta Variant and the tried turning it political I sent this It’s not really political it’s about preventing people from dieing when it’s not necessary at all 😕😡🤬,[],157
2021-07-23 23:58:17,VMaquisards,'Nauseating Mike Pence sucked up to Jared Kushner during COVID-19 Task Force meetings book https://t.co/iPvIjqhpLG,[],317
2021-07-23 23:58:17,maycub,via Booster anyone https://t.co/cEKO1kflmd,[],2468
2021-07-23 23:58:17,holybullies,Fauci Knocks 'Trump Loyalists in Fox Interview Telling the Truth About His Covid Comments 'Annoyed Them https://t.co/gPybgKzpGA via,[],4905
2021-07-23 23:58:17,haqnificent,_X She has covid,[],3134
2021-07-23 23:58:16,chelounger,I don't respect them and I definitely don't give a fuck about convincing them!! I hope they all get covid!! My vaccinated ass will be laughing the entire time I'm dosing up their remdesivir! 😂😂😂,[],747
2021-07-23 23:58:16,damianaswan,Really There's no hypercoagulation with COVID Are you sure about that? https://t.co/cCDVA0AzKP,[],510
2021-07-23 23:58:16,kestrelct,Isn’t that “I thought I needed an eye exam so I broke covid lockdown to drive my family to a tourist spot dude Does anybody take him seriously?,[],578
2021-07-23 23:58:16,mct_riverside,The COVID-19 Delta variant is spreading quickly in our State especially among unvaccinated people Protect yourself and your loved ones by getting vaccinated and wearing a mask when visiting indoor public spaces https://t.co/F2fg7ycp6x,[],6
2021-07-23 23:58:15,HHSRegion9,"Challenges Employers to Vaccinate Employees against COVID-19 as Effectively as the Growers and Shippers Association in Salinas CA who with Clinica de Salud del Valle de Salinas have provided over 40,000 COVID-19 vaccines to migrant farm workers since mid-February https://t.co/WFEomDXFtx",[],4769
2021-07-23 23:58:14,Stardustraven2,Is anyone paying attention to the Delta covid Olympics?,[],5238
2021-07-23 23:58:14,deeeznutttz_,I feel like I was out a lot when covid was at its prime fr But now that my brother is back home full time I been real good with staying indoors and I’m proud of myself :),[],57
2021-07-23 23:58:14,mysterioswifts,if ur anti vaxx and u get covid i think they should let u die actually,[],330
2021-07-23 23:58:14,ButtercupPB,That is incorrect Please do not spread misinformation https://t.co/HoESo0CCGg,[],1612
2021-07-23 23:58:13,rennymc33,Please help #Covid #LongHaulers in #Boston #MA with extended #Stimulus payments We are debilitated unable to work and are the forgotten ones in desperate need of help 🙏🏼,"['Covid', 'LongHaulers', 'Boston', 'MA', 'Stimulus']",78
2021-07-23 23:58:12,CanNews24,COVID-19 Tourist towns react to Canada-U.S border opening but some say it might be too late https://t.co/2yVQVFTgMG,[],198
2021-07-23 23:58:12,random_dude66,Are you a doctor Do you have any evidence that the vaccine is more harmful than covid?,[],5
2021-07-23 23:58:11,SOS12017,Percent of Total Population that has Received a COVID-19 Vaccine by Race/Ethnicity https://t.co/9i50GWgqin Wow more black people need to go and get vaccinated #CovidVaccine #BlackTwitter,"['CovidVaccine', 'BlackTwitter']",295
